Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
Mount Union College,Yes,1310,1086,458,26,61,1365,144,12250,3530,400,1150,85.0,87,16.7,35,7215,81,-0.18286655646866717,-0.07672893187842396,0.03299949159254631,0.13682203138818058,-0.3155792661127175,-0.5150410159119568,0.5561074319531636,-1.0237043227479306,-0.09357017425507218,0.7792401852307248,0.43622029750213775,0.7072311119742073,0.9955307035299448,-0.418901931138408,0.8290076335877863,Medium,1,1,-0.18286655646866673,-0.07672893187842386,0.03299949159254642,0.1368220313881805,-0.3155792661127197,-0.5150410159119567,0.5561074319531634,-1.0237043227479328,-0.09357017425507219,0.7792401852307251,0.43622029750213814,0.7072311119742072,0.9955307035299447,-0.41890193113837054,0.5600798242531,0.36524832997139145,0.6114319153500704
Mount Vernon Nazarene College,Yes,510,485,334,18,36,1114,94,7400,3346,600,600,57.0,57,19.8,7,6869,58,-1.1121667289379134,-0.9213242523741818,-0.31196670944240235,-0.42188701698591335,-0.5430319064121215,-0.7576282802236347,-0.7087835423307627,0.4488454168127673,-1.419790908781924,-1.0406425497511826,-1.4831288843506425,1.4250797976781568,-1.4606269881872134,-0.5611804691577443,0.9509803921568627,Low,0,1,-1.112166728937913,-0.9213242523741817,-0.31196670944240223,-0.42188701698591347,-0.5430319064121237,-0.7576282802236346,-0.7087835423307631,0.44884541681276535,-1.419790908781924,-1.0406425497511824,-1.4831288843506423,1.4250797976781568,-1.4606269881872138,-0.5611804691577069,1.3995165581419733,-1.099672391311716,0.6114319153500704
Muhlenberg College,Yes,2519,1836,462,30,61,1656,352,16975,4565,600,850,76.0,86,12.8,39,10888,83,0.42392994423434677,0.4489514914024788,0.042266753695296005,0.36924448019518263,-0.10847969952781525,0.02710986212917709,1.4997835473562724,0.4488454168127673,-0.7149803023664479,0.11925016044057488,0.3512859964873121,-0.27634292029735635,1.2415456071859763,0.6380658837371419,0.7288606589916634,High,2,1,0.4239299442343472,0.4489514914024789,0.042266753695296116,0.3692444801951825,-0.10847969952781744,0.027109862129177157,1.4997835473562722,0.44884541681276535,-0.7149803023664479,0.11925016044057517,0.3512859964873125,-0.27634292029735663,1.2415456071859763,0.6380658837371793,-0.12914824806447373,1.8301690512544988,0.6114319153500704
Murray State University,No,2225,1910,1190,29,55,5968,955,4738,3110,700,940,72.0,76,20.2,27,5972,52,0.3110155901609349,0.48775285367060883,0.9804144307920974,0.3133903214820356,1.0636550655573793,0.6907854564026715,-1.6586753357459636,1.0287304144592622,-0.509095433815335,-0.15132790347030226,-0.41474500229721806,1.5143448365116055,0.45563871675750844,-0.9871430817618547,0.8584269662921349,Low,0,0,0.31101559016093533,0.48775285367060894,0.9804144307920976,0.3133903214820355,1.063655065557377,0.6907854564026716,-1.6586753357459645,1.0287304144592604,-0.509095433815335,-0.15132790347030195,-0.4147450022972178,1.5143448365116057,0.4556387167575082,-0.9871430817618173,0.7625485463533933,-1.099672391311716,-1.635505074064474
Muskingum College,Yes,1109,922,375,24,46,1115,70,13240,3914,600,800,73.0,85,13.4,27,9333,73,-0.34223641536702337,-0.2445159794742715,-0.18352105371693328,0.01057495289120002,-0.5420050562083172,-0.9195233503002779,0.7714077377672819,0.4488454168127673,-0.8385145305308968,-0.08499874626512405,0.26789815935115474,-0.11798738684027212,0.45563871675750844,0.2688674979709531,0.8313796212804329,Medium,1,1,-0.34223641536702293,-0.24451597947427142,-0.18352105371693317,0.010574952891199925,-0.5420050562083194,-0.9195233503002778,0.7714077377672818,0.44884541681276535,-0.8385145305308968,-0.08499874626512376,0.26789815935115513,-0.11798738684027234,0.4556387167575082,0.2688674979709906,0.5764042365636751,0.36524832997139145,0.6114319153500704
National-Louis University,Yes,513,347,279,23,48,2508,505,9090,4500,650,500,62.0,65,18.3,2,7905,71,-1.1061848908974024,-1.2860285548768429,-0.5161394202810078,-0.05547969999806644,0.3077086311809569,0.25972058857474645,-0.21894290222764973,0.7485437875764888,-1.784000288095055,-0.7662592027979903,-1.0916144806733752,1.0837698819653523,-2.3433079627073257,-0.16408828861784738,0.6764132553606238,Medium,1,1,-1.106184890897402,-1.2860285548768429,-0.5161394202810077,-0.05547969999806654,0.30770863118095476,0.2597205885747465,-0.21894290222765017,0.7485437875764869,-1.784000288095055,-0.76625920279799,-1.091614480673375,1.0837698819653523,-2.3433079627073266,-0.16408828861780994,-0.49009996975615033,0.36524832997139145,0.6114319153500704
Nazareth College of Rochester,Yes,947,798,266,36,68,1274,471,10850,5150,550,800,77.0,93,13.6,24,8797,61,-0.4951648547092357,-0.39411365347945665,-0.5712332347448356,0.678301268324476,-0.39167206890873757,0.21416273190898097,0.23120756093044995,0.12646725882300056,-0.8385145305308968,0.18908533721226045,0.9788813231015295,-0.06583008815144414,0.2322748898408057,0.1189963194275377,0.8426610348468849,Medium,1,1,-0.49516485470923527,-0.39411365347945654,-0.5712332347448354,0.6783012683244759,-0.39167206890873973,0.21416273190898102,0.2312075609304496,0.12646725882299856,-0.8385145305308968,0.18908533721226076,0.97888132310153,-0.06583008815144435,0.23227488984080544,0.11899631942757515,0.6540447939223006,0.36524832997139145,0.6114319153500704
New Jersey Institute of Technology,No,1879,1216,483,27,62,3311,1646,8832,5376,700,1850,92.0,98,13.5,19,12529,72,0.15554932927499623,0.03806155368201497,0.08944820054643415,0.1972742770918786,0.5657570965494945,1.0808188323627916,-0.28961642144337896,1.0287304144592622,0.9024143541005786,1.341403144864573,1.4755065650850636,-0.09187044892763131,-0.17422905107118244,0.9492193301201088,0.6471527408195848,Medium,1,0,0.15554932927499668,0.03806155368201507,0.08944820054643426,0.19727427709187853,0.5657570965494922,1.0808188323627916,-0.2896164214433794,1.0287304144592604,0.9024143541005786,1.3414031448645731,1.4755065650850643,-0.09187044892763152,-0.17422905107118275,0.9492193301201463,-0.6914756789422906,0.36524832997139145,-1.635505074064474
New Mexico Institute of Mining and Tech.,No,787,601,233,40,73,1017,411,5376,3214,600,1100,99.0,100,13.7,11,9241,34,-0.6766978297520748,-0.6920823985913589,-0.7262974348845792,0.8637602612893264,-0.6483495979997056,0.12598225128249196,-1.4041666580017889,0.4488454168127673,-0.18552421188393892,1.9461465517858045,1.68576474558277,-0.03986551937032104,-0.9589007319312817,0.2440905867514434,0.7636594663278272,Low,0,0,-0.6766978297520744,-0.6920823985913588,-0.7262974348845791,0.8637602612893263,-0.6483495979997078,0.12598225128249202,-1.4041666580017895,0.44884541681276535,-0.18552421188393894,1.9461465517858048,1.6857647455827707,-0.03986551937032124,-0.958900731931282,0.24409058675148085,0.11034290976610302,-1.099672391311716,-1.635505074064474
New York University,Yes,13594,7244,2505,70,86,12408,2814,17748,7262,450,1000,87.0,98,7.8,16,21227,71,1.8585844753663407,1.7372961218407617,1.6287439152222776,1.9395785645076098,1.5988613061263781,1.485716841845372,1.6370191593092038,-0.6036744589706652,-0.38201766038027757,0.9355053891588669,1.4755065650850636,-1.735969821446969,-0.44458151258091694,1.931876109548497,0.5328821538914227,High,2,1,1.8585844753663412,1.7372961218407617,1.6287439152222778,1.9395785645076098,1.598861306126376,1.485716841845372,1.6370191593092038,-0.6036744589706673,-0.38201766038027757,0.9355053891588673,1.4755065650850643,-1.7359698214469697,-0.44458151258091727,1.9318761095485346,-1.477904791441352,1.8301690512544988,0.6114319153500704
Newberry College,Yes,872,722,154,14,36,601,36,10194,2600,500,1500,57.0,63,11.4,32,5788,83,-0.5757879735309135,-0.49864193469338475,-1.2318201571010006,-0.7738575489017414,-1.2994606728404392,-1.2681328859432672,0.06945069379583269,-0.22262317064607157,0.4602273976750806,-1.0406425497511826,-1.1971425260127022,-0.6577544312976554,0.8013473287828285,-1.0867883896020099,0.8279816513761468,Medium,1,1,-0.575787973530913,-0.49864193469338464,-1.2318201571010003,-0.7738575489017415,-1.2994606728404414,-1.2681328859432672,0.06945069379583232,-0.22262317064607365,0.4602273976750806,-1.0406425497511824,-1.197142526012702,-0.6577544312976558,0.8013473287828284,-1.0867883896019723,0.5530188446797061,0.36524832997139145,0.6114319153500704
Niagara University,Yes,2220,1796,467,65,99,1919,334,10320,4762,450,650,68.0,100,14.2,20,7788,65,0.3089590765725639,0.4272759242464465,0.053721586541378576,1.7878723347042178,0.04367661342570847,-0.006045256376597549,0.10103862255292767,-0.6036744589706652,-1.2588748045880092,-0.4078622247453497,1.68576474558277,0.08884698314321551,-0.08895267462994533,-0.20485516612021865,0.809009009009009,Medium,1,1,0.30895907657256433,0.4272759242464466,0.05372158654137869,1.7878723347042178,0.04367661342570628,-0.006045256376597482,0.10103862255292732,-0.6036744589706673,-1.2588748045880092,-0.40786222474534944,1.6857647455827707,0.08884698314321533,-0.0889526746299456,-0.2048551661201812,0.42244597637081793,0.36524832997139145,0.6114319153500704
North Adams State College,No,1563,1005,240,1,19,1380,136,5542,4330,500,1000,65.0,71,14.2,17,6562,57,-0.016064617223895343,-0.15593867284819843,-0.6913720356675835,-3.3535143539738352,-0.3036309665957093,-0.5481363508543965,-1.341229315594094,-0.22262317064607157,-0.38201766038027757,-0.5910270561252143,-0.7431090750720101,0.08884698314321551,-0.3518428206385443,-0.6969130585369484,0.6429942418426103,Low,0,0,-0.016064617223894885,-0.15593867284819835,-0.6913720356675834,-3.3535143539738352,-0.3036309665957115,-0.5481363508543964,-1.3412293155940946,-0.22262317064607365,-0.38201766038027757,-0.591027056125214,-0.7431090750720099,0.08884698314321533,-0.3518428206385446,-0.696913058536911,-0.7200951579150054,-1.099672391311716,-1.635505074064474
North Carolina A. & T. State University,No,4809,3089,1429,12,33,6162,871,6806,1780,600,1651,72.0,72,16.7,9,7090,44,0.9956445459798929,0.951538492669343,1.1467369092124107,-0.9785370964802453,1.0888888012751115,0.6268358402123032,-0.8983348458393731,0.4488454168127673,0.6619038133551929,-0.15132790347030226,-0.6802485294455134,0.7072311119742073,-1.1963666133652986,-0.46907761625244515,0.6423372842586816,Low,0,0,0.9956445459798934,0.9515384926693431,1.146736909212411,-0.9785370964802454,1.0888888012751092,0.6268358402123033,-0.8983348458393736,0.44884541681276535,0.6619038133551929,-0.15132790347030195,-0.6802485294455132,0.7072311119742072,-1.196366613365299,-0.4690776162524077,-0.7246164488575589,-1.099672391311716,-1.635505074064474
North Carolina State University at Raleigh,No,10634,7064,3176,39,78,16505,5481,8400,6540,600,1300,92.0,98,17.5,21,9670,62,1.660642009893321,1.7147482429025205,1.8204225623534587,0.8187257600747313,1.785269712331086,2.0193914423015165,-0.4110492657654314,0.4488454168127673,0.16107890591759866,1.341403144864573,1.4755065650850636,0.8972070291531553,-0.005802574972423054,0.3565306178358406,0.6642843708858379,Low,0,0,1.6606420098933214,1.7147482429025205,1.820422562353459,0.8187257600747312,1.7852697123310837,2.0193914423015165,-0.4110492657654319,0.44884541681276535,0.16107890591759863,1.3414031448645731,1.4755065650850643,0.8972070291531553,-0.005802574972423321,0.3565306178358781,-0.5735729623216478,-1.099672391311716,-1.635505074064474
North Carolina Wesleyan College,Yes,812,689,195,7,24,646,84,8242,4230,600,1295,77.0,77,12.7,11,10090,52,-0.645847456409803,-0.5477490268752467,-0.9397329282862531,-1.6324792946361477,-1.205568294635369,-0.8199451233468634,-0.456484197807251,0.4488454168127673,0.15305182261516076,0.18908533721226045,-0.3447982089823837,-0.303019110231878,-0.9589007319312817,0.45946285995062985,0.8485221674876847,Low,0,1,-0.6458474564098026,-0.5477490268752466,-0.939732928286253,-1.6324792946361477,-1.2055682946353712,-0.8199451233468633,-0.4564841978072515,0.44884541681276535,0.15305182261516073,0.18908533721226076,-0.34479820898238345,-0.3030191102318783,-0.958900731931282,0.4594628599506673,0.6943820798753447,-1.099672391311716,0.6114319153500704
North Central College,Yes,1127,884,308,30,64,1310,766,11718,7398,450,1800,73.0,87,16.4,33,8871,76,-0.3267451737775233,-0.2879558547440329,-0.4032322506553515,0.36924448019518263,-0.3607999936931507,0.5385599384557029,0.43566581344488753,-0.6036744589706652,0.8443887826691915,-0.08499874626512405,0.43622029750213775,0.6350639812933067,0.8670772597515548,0.1405080674516131,0.7843833185448092,Medium,1,1,-0.3267451737775229,-0.2879558547440328,-0.4032322506553514,0.3692444801951825,-0.36079999369315285,0.538559938455703,0.43566581344488725,-0.6036744589706673,0.8443887826691915,-0.08499874626512376,0.43622029750213814,0.6350639812933065,0.8670772597515547,0.14050806745165054,0.25296789441599155,0.36524832997139145,0.6114319153500704
North Dakota State University,No,2968,2297,1610,13,47,7368,1128,5834,2744,600,2000,79.0,83,17.0,24,6310,42,0.5715722225364769,0.6675473175774671,1.2526363254021113,-0.8732912125649614,1.2266674121113537,0.8078877807994068,-1.233455647816476,0.4488454168127673,1.0679442535532966,0.3313811845790514,0.10571998260266878,0.77888612464485,0.2322748898408057,-0.8157958487350622,0.773921832884097,Low,0,0,0.5715722225364773,0.6675473175774672,1.2526363254021116,-0.8732912125649616,1.2266674121113514,0.8078877807994069,-1.2334556478164767,0.44884541681276535,1.0679442535532966,0.3313811845790517,0.10571998260266914,0.77888612464485,0.23227488984080544,-0.8157958487350248,0.18097021675684247,-1.099672391311716,-1.635505074064474
North Park College,Yes,465,361,176,19,39,879,156,12580,4345,400,970,76.0,79,13.1,24,10889,74,-1.2067240678066107,-1.2425100965392026,-1.065292581520961,-0.3430819714331799,-0.8213852133303092,-0.46838566706945606,0.6291019926148267,-1.0237043227479306,-0.44462153433286433,0.11925016044057488,-0.2005425892756753,-0.19680572791589224,0.2322748898408057,0.6382770742750749,0.7763440860215054,Medium,1,1,-1.2067240678066102,-1.2425100965392026,-1.0652925815209608,-0.34308197143318003,-0.8213852133303114,-0.468385667069456,0.6291019926148265,-1.0237043227479328,-0.44462153433286433,0.11925016044057517,-0.200542589275675,-0.1968057279158925,0.23227488984080544,0.6382770742751123,0.1976405641866471,0.36524832997139145,0.6114319153500704
Northeast Missouri State University,No,6040,4577,1620,36,72,5640,266,4856,3416,400,1100,69.0,72,15.7,13,6601,76,1.1906766876491663,1.319710248967901,1.2580820774845458,0.678301268324476,1.018629414039475,-0.14789628285036605,-1.609979018399073,-1.0237043227479306,-0.18552421188393892,-0.3450470097695861,-0.6802485294455134,0.4646075746731009,-0.7416251041701869,-0.6791367097189289,0.7577814569536424,Low,0,0,1.1906766876491668,1.319710248967901,1.258082077484546,0.6783012683244759,1.0186294140394727,-0.147896282850366,-1.6099790183990739,-1.0237043227479328,-0.18552421188393894,-0.3450470097695858,-0.6802485294455132,0.46460757467310076,-0.7416251041701872,-0.6791367097188915,0.06988947533763183,-1.099672391311716,-1.635505074064474
Northeastern University,Yes,11901,8492,2517,16,42,11160,10221,13380,7425,600,1750,73.0,82,12.9,17,9563,46,1.7518252932829914,1.878841326653243,1.6326726169169903,-0.5897369692550372,1.5265736038932565,2.550446218997043,0.8009923922476911,0.4488454168127673,0.7848088938700473,-0.08499874626512405,0.026908565600263796,-0.24974921824366134,-0.3518428206385443,0.3292089271583419,0.7135534829005966,Medium,1,1,1.7518252932829919,1.878841326653243,1.6326726169169905,-0.5897369692550373,1.5265736038932542,2.550446218997043,0.800992392247691,0.44884541681276535,0.7848088938700473,-0.08499874626512376,0.026908565600264143,-0.24974921824366159,-0.3518428206385446,0.32920892715837935,-0.23449477013784314,0.36524832997139145,0.6114319153500704
Northern Arizona University,No,5891,4931,1973,23,48,11249,2682,6746,3728,620,2342,78.0,83,21.7,7,6157,41,1.169463508395645,1.388360150461088,1.428786044284871,-0.05547969999806644,1.5320488540001715,1.4485756403470802,-0.9180763049185406,0.5712524924058295,1.405037162441737,0.259795832499163,0.10571998260266878,1.8430229583309448,-1.4606269881872134,-0.8915768911861204,0.8370395518587677,Low,0,0,1.1694635083956455,1.388360150461088,1.4287860442848712,-0.05547969999806654,1.5320488540001693,1.4485756403470802,-0.9180763049185412,0.5712524924058276,1.405037162441737,0.25979583249916327,0.10571998260266914,1.843022958330945,-1.4606269881872138,-0.891576891186083,0.6153568165860777,-1.099672391311716,-1.635505074064474
Northern Illinois University,No,10706,7219,2397,12,37,14826,1979,7799,3296,470,1750,73.0,78,17.3,11,6086,56,1.6661296941537898,1.7342004890179008,1.5923785805447699,-0.9785370964802453,1.7165471937883985,1.2175598859783414,-0.5870007405187048,-0.4470175510183751,0.7848088938700473,-0.08499874626512405,-0.273401038284349,0.8500415964523291,-0.9589007319312817,-0.9277284422208483,0.6742947879693629,Low,0,0,1.6661296941537902,1.7342004890179008,1.59237858054477,-0.9785370964802454,1.7165471937883963,1.2175598859783414,-0.5870007405187052,-0.44701755101837726,0.7848088938700473,-0.08499874626512376,-0.2734010382843487,0.8500415964523291,-0.958900731931282,-0.9277284422208109,-0.5046796133473297,-1.099672391311716,-1.635505074064474
Northwest Missouri State University,No,2729,2535,1257,8,29,4787,472,3735,3136,250,1630,62.0,65,21.7,23,5284,54,0.4962304556228591,0.7626978427943216,1.0306804307176949,-1.47898716331229,0.8848070817059113,0.2155444559730804,-2.108870220792123,-2.639054061775204,0.6349333393467562,-0.7662592027979903,-1.0916144806733752,1.8430229583309448,0.15468771075919893,-1.386420065814291,0.9289116892634665,Low,0,0,0.49623045562285956,0.7626978427943217,1.030680430717695,-1.47898716331229,0.884807081705909,0.21554445597308045,-2.1088702207921237,-2.6390540617752065,0.6349333393467562,-0.76625920279799,-1.091614480673375,1.843022958330945,0.15468771075919868,-1.3864200658142534,1.2476360883114488,-1.099672391311716,-1.635505074064474
